120.42	1	90.58	1.10
120.60	1	90.78	1.10
120.78	1	90.99	1.12
120.96	1	91.20	1.12
121.14	1	91.40	1.12
121.32	1	91.58	1.12
121.50	1	91.78	1.12
121.68	1	91.99	1.12
121.86	1	92.20	1.12
122.03	1	92.41	1.14
122.21	1	92.61	1.14
122.39	1	92.82	1.14
122.57	1	93.03	1.14
122.75	1	93.23	1.14
122.93	1	93.44	1.14
123.11	1	93.61	1.14
123.29	1	93.82	1.14
123.46	1	94.03	1.14
123.64	1	94.20	1.12
123.82	1	94.41	1.12
124.00	1	94.65	1.14
124.18	1	94.86	1.14
124.36	1	95.03	1.12
124.54	1	95.24	1.12
124.72	1	95.44	1.12
124.90	1	95.69	1.16
125.07	1	95.89	1.16
125.25	1	96.10	1.16
125.43	1	96.27	1.16
125.61	1	96.48	1.16
125.79	1	96.69	1.14
125.97	1	96.90	1.14
126.15	1	97.14	1.18
126.33	1	97.31	1.16
126.51	1	97.52	1.16
126.69	1	97.73	1.14
126.86	1	97.90	1.12
127.04	1	98.14	1.14
127.22	1	98.31	1.14
127.40	1	98.56	1.16
127.58	1	98.73	1.14
127.76	1	98.97	1.16
127.94	1	99.14	1.12
128.12	1	99.35	1.14
128.30	1	99.56	1.14
128.48	1	99.80	1.16
128.65	1	100.01	1.18
128.83	1	100.18	1.14
129.01	1	100.39	1.16
129.19	1	100.60	1.14
129.37	1	100.80	1.16
129.55	1	101.01	1.14
129.73	1	101.22	1.16
129.91	1	101.43	1.16
130.09	1	101.60	1.14
130.27	1	101.81	1.12
130.44	1	102.05	1.14
130.62	1	102.22	1.14
130.80	1	102.43	1.14
130.98	1	102.60	1.12
131.16	1	102.81	1.12
131.34	1	103.05	1.14
131.52	1	103.23	1.12
131.70	1	103.44	1.12
131.88	1	103.64	1.14
132.05	1	103.85	1.14
132.23	1	104.06	1.12
132.41	1	104.27	1.14
132.59	1	104.47	1.14
132.77	1	104.68	1.16
132.95	1	104.89	1.16
133.13	1	105.06	1.12
133.31	1	105.31	1.16
133.49	1	105.48	1.14
133.66	1	105.72	1.16
133.85	1	105.93	1.16
134.02	1	106.14	1.16
134.20	1	106.31	1.14
134.38	1	106.55	1.16
134.56	1	106.73	1.14
134.74	1	106.94	1.14
134.92	1	107.18	1.18
135.10	1	107.35	1.14
135.28	1	107.56	1.16
135.46	1	107.80	1.16
135.63	1	107.98	1.14
135.81	1	108.18	1.14
135.99	1	108.39	1.16
136.17	1	108.60	1.14
136.35	1	108.84	1.18
136.53	1	109.02	1.16
136.71	1	109.22	1.14
136.89	1	109.43	1.16
137.07	1	109.68	1.18
137.25	1	109.88	1.16
137.42	1	110.09	1.18
137.60	1	110.30	1.18
137.78	1	110.54	1.20
137.96	1	110.75	1.20
138.14	1	110.92	1.16
138.32	1	111.13	1.18
138.50	1	111.38	1.20
138.68	1	111.55	1.18
138.86	1	111.76	1.16
139.03	1	111.93	1.14
139.21	1	112.17	1.16
139.39	1	112.38	1.16
139.57	1	112.56	1.13
139.75	1	112.77	1.13
139.93	1	113.01	1.16
140.11	1	113.22	1.16
140.29	1	113.43	1.14
140.47	0	113.63	1.16
140.65	0	113.84	1.16
140.82	0	114.02	1.16
141.00	0	114.22	1.14
141.18	0	114.43	1.15
141.36	0	114.68	1.18
141.54	0	114.88	1.18
141.72	0	115.06	1.15
141.90	0	115.27	1.15
142.08	0	115.44	1.13
142.26	0	115.68	1.15
142.44	0	115.89	1.15
142.61	0	116.10	1.17
142.79	0	116.28	1.15
142.97	0	116.52	1.17
143.15	0	116.73	1.15
143.33	0	116.90	1.13
143.51	0	117.11	1.15
143.69	0	117.35	1.17
143.87	0	117.56	1.19
144.05	0	117.77	1.17
144.23	0	117.98	1.17
144.40	0	118.19	1.17
144.58	0	118.40	1.19
144.76	0	118.64	1.19
